"","X","date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien"
"4024",4024,"1923-1939","https://gallica.bnf.fr/ark:/12148/cb32871596z/date","Lille","Les Spectacles ",971,"cb32871596z",3031,"1923-09-07","1931-12-25","1923-09-07","1931-12-25",TRUE
"4033",4033,"1946-194.","https://gallica.bnf.fr/ark:/12148/cb32861854n/date","Lyon","Le Rhône socialiste ",59,"cb32861854n",406,"1946-07-20","1947-08-30","1946-07-20","1947-08-30",TRUE
"4090",4090,"1939-1944","https://gallica.bnf.fr/ark:/12148/cb32875531b/date","Avignon","Les Tablettes du soir",731,"cb32875531b",1562,"1939-09-21","1943-12-31","1939-09-21","1943-12-31",TRUE
"4131",4131,"1932-1937","https://gallica.bnf.fr/ark:/12148/cb32880803x/date","Morlaix","La Tribune ",243,"cb32880803x",1694,"1932-06-18","1937-02-06","1932-06-18","1937-02-06",TRUE
"4191",4191,"1833-1860","https://gallica.bnf.fr/ark:/12148/cb32885433z/date","Paris","L'Univers ",7275,"cb32885433z",9583,"1833-11-03","1860-01-29","1833-11-03","1860-01-29",TRUE
"4208",4208,"1935-1938","https://gallica.bnf.fr/ark:/12148/cb32887275t/date","Paris","Vendredi ",163,"cb32887275t",1133,"1935-11-08","1938-12-15","1935-11-08","1938-12-15",TRUE
"4315",4315,"1898-1899","https://gallica.bnf.fr/ark:/12148/cb32868179r/date","Paris","Le Sifflet ",72,"cb32868179r",484,"1898-02-17","1899-06-16","1898-02-17","1899-06-16",TRUE
"4334",4334,"1921","https://gallica.bnf.fr/ark:/12148/cb34348990g/date","Paris","Le Peuple ",13190,"cb34348990g",9489,"1921-01-04","1946-12-28","1921-01-04","1946-12-28",TRUE
"4342",4342,"1883-1894","https://gallica.bnf.fr/ark:/12148/cb32836760w/date","Metz","Le Petit Lorrain ",210,"cb32836760w",1456,"1891-01-04","1894-12-30","1891-01-04","1894-12-30",TRUE
"4425",4425,"1930-1948","https://gallica.bnf.fr/ark:/12148/cb328629785/date","Menton, Nice, Marseille","Rouge Midi ",2383,"cb328629785",6574,"1930-04","1948-03-31","1930-04-01","1948-03-31",TRUE
"4441",4441,"1921-1971","https://gallica.bnf.fr/ark:/12148/cb343490969/date","Saint Etienne","Revue de l'industrie minérale ",713,"cb343490969",4929,"1921","1934-07-01","1921-01-01","1934-07-01",TRUE
"4471",4471,"1862-1870","https://gallica.bnf.fr/ark:/12148/cb32868148g/date","Paris","Le Siècle illustré ",470,"cb32868148g",2922,"1862-01-07","1870-01-07","1862-01-07","1870-01-07",TRUE
"4472",4472,"1856-1909","https://gallica.bnf.fr/ark:/12148/cb32892001q/date","Paris","Le Voleur illustré ",2319,"cb32892001q",14093,"1869-01-01","1907-08-04","1869-01-01","1907-08-04",TRUE
"4575",4575,"1880-1940","https://gallica.bnf.fr/ark:/12148/cb34363182v/date","Paris","Journal officiel de la République française",5063,"cb34363182v",21729,"1881-01-11","1940-07-10","1881-01-11","1940-07-10",TRUE
"4584",4584,"1919-1976","https://gallica.bnf.fr/ark:/12148/cb34399616h/date","Paris","La Voix du combattant ",1445,"cb34399616h",7559,"1919-07-13","1940-03-23","1919-07-13","1940-03-23",TRUE
"4593",4593,"1914-1918","https://gallica.bnf.fr/ark:/12148/cb344103281/date","Rethel, Charleville, Frankfurt am Main","Gazette des Ardennes",770,"cb344103281",1461,"1914-11-01","1918-11-01","1914-11-01","1918-11-01",TRUE
"4598",4598,"1900-1916","https://gallica.bnf.fr/ark:/12148/cb34410582c/date","Besançon","Supplément illustré du Petit comtois",685,"cb34410582c",4457,"1903-10-18","1915","1903-10-18","1915-12-31",TRUE
"4694",4694,"1878-1968","https://gallica.bnf.fr/ark:/12148/cb34411139c/date","Paris","Le Yacht ",4987,"cb34411139c",26222,"1878-03-16","1949-12-31","1878-03-16","1949-12-31",TRUE
"4725",4725,"1902-1947","https://gallica.bnf.fr/ark:/12148/cb34418558f/date","Fort de France","Journal officiel de la Martinique ",3724,"cb34418558f",16694,"1902-01-03","1947-09-18","1902-01-03","1947-09-18",TRUE
"4785",4785,"1876-1893","https://gallica.bnf.fr/ark:/12148/cb34428287d/date","Paris","La Revue des sports ",968,"cb34428287d",6084,"1876-05-06","1893-01-01","1876-05-06","1893-01-01",TRUE
"4793",4793,"1884-1938","https://gallica.bnf.fr/ark:/12148/cb34429768r/date","Paris","L'Écho de Paris ",19696,"cb34429768r",19737,"1884-03-12","1938-03-27","1884-03-12","1938-03-27",TRUE
"4799",4799,"1861-1942","https://gallica.bnf.fr/ark:/12148/cb34431794k/date","Paris","Le Temps ",30301,"cb34431794k",29803,"1861-04-25","1942-11-30","1861-04-25","1942-11-30",TRUE
"4869",4869,"1929-1944","https://gallica.bnf.fr/ark:/12148/cb344457597/date","Paris","Benjamin ",1196,"cb344457597",5388,"1929-11-14","1944-08-15","1929-11-14","1944-08-15",TRUE
"4873",4873,"1879-1940","https://gallica.bnf.fr/ark:/12148/cb344298410/date","Paris","Gil Blas ",12656,"cb344298410",22023,"1879-11-19","1940-03-07","1879-11-19","1940-03-07",TRUE
"4883",4883,"1797-1810","https://gallica.bnf.fr/ark:/12148/cb34425418d/date","Paris, Paris, Paris","Journal typographique et bibliographique ",419,"cb34425418d",2916,"1797-09-22","1805-09-17","1797-09-22","1805-09-17",TRUE
"4900",4900,"1835-1838","https://gallica.bnf.fr/ark:/12148/cb344482258/date","Paris","Figaro ",799,"cb344482258",1304,"1835-02","1838-08-28","1835-02-01","1838-08-28",TRUE
"4901",4901,"1840-1843","https://gallica.bnf.fr/ark:/12148/cb344484563/date","Paris, Paris","Les Coulisses ",339,"cb344484563",801,"1840-12-03","1843-02-12","1840-12-03","1843-02-12",TRUE
"4938",4938,"1945-1948","https://gallica.bnf.fr/ark:/12148/cb34440142n/date","Paris","Cinévie ",137,"cb34440142n",951,"1945-10-03","1948-05-11","1945-10-03","1948-05-11",TRUE
"4986",4986,"1923-1944","https://gallica.bnf.fr/ark:/12148/cb34519208g/date","Paris","Paris soir ",7464,"cb34519208g",7623,"1923-10-04","1944-08-17","1923-10-04","1944-08-17",TRUE
"5089",5089,"1792-1794","https://gallica.bnf.fr/ark:/12148/cb37130864k/date","Paris","Le Créole patriote ",451,"cb37130864k",563,"1792-06-07","1793-12-22","1792-06-07","1793-12-22",TRUE
"5111",5111,"1912-1944","https://gallica.bnf.fr/ark:/12148/cb41193642z/date","Rennes","L'Ouest Éclair ",11559,"cb41193642z",11777,"1912-03-10","1944-06-07","1912-03-10","1944-06-07",TRUE
"5131",5131,"1939-1944","https://gallica.bnf.fr/ark:/12148/cb42456522m/date","France, zone Nord","L'Humanité ",621,"cb42456522m",1750,"1939-11","1944-08-16","1939-11-01","1944-08-16",TRUE
"5135",5135,"1839-1840","https://gallica.bnf.fr/ark:/12148/cb344551004/date","Paris","Le Figaro ",191,"cb344551004",665,"1839-03-03","1840-12-27","1839-03-03","1840-12-27",TRUE
"5141",5141,"1903-1906","https://gallica.bnf.fr/ark:/12148/cb44271719d/date","Paris","L'Echo de France ",483,"cb44271719d",1042,"1903-12-16","1906-10-23","1903-12-16","1906-10-23",TRUE
"5154",5154,"1792-1795","https://gallica.bnf.fr/ark:/12148/cb45226980b/date","Paris","Décrets ",341,"cb45226980b",832,"1793-07-15","1795-10-25","1793-07-15","1795-10-25",TRUE
"5160",5160,"1893-1896","https://gallica.bnf.fr/ark:/12148/cb36137361q/date","Paris","Les Romans célèbres ",325,"cb36137361q",1186,"1893-10-02","1896","1893-10-02","1896-12-31",TRUE
"5186",5186,"1855-1901","https://gallica.bnf.fr/ark:/12148/cb344185573/date","Fort de France","Le Moniteur de la Martinique ",4219,"cb344185573",17162,"1855-01-04","1901-12-31","1855-01-04","1901-12-31",TRUE
"5349",5349,"1873-1880","https://gallica.bnf.fr/ark:/12148/cb32833001q/date","Paris","Paris théâtre ",383,"cb32833001q",2541,"1873-05-22","1880-05-06","1873-05-22","1880-05-06",TRUE
"5350",5350,"1878","https://gallica.bnf.fr/ark:/12148/cb32852306f/date","Constantine","Le Républicain de Constantine",6937,"cb32852306f",8988,"1880-11-17","1905-06-28","1880-11-17","1905-06-28",TRUE
"5373",5373,"1876-1942","https://gallica.bnf.fr/ark:/12148/cb435153678/date","Paris","Feuilleton ",7517,"cb435153678",23444,"1876-03-08","1940-05-16","1876-03-08","1940-05-16",TRUE
"5392",5392,"1927-1929","https://gallica.bnf.fr/ark:/12148/cb32829361n/date","Paris","Optima ",84,"cb32829361n",416,"1927-12","1929-01-20","1927-12-01","1929-01-20",TRUE
"5406",5406,"1901","https://gallica.bnf.fr/ark:/12148/cb32896428t/date","Mascara","Le Républicain",312,"cb32896428t",966,"1901-12-22","1904-08-14","1901-12-22","1904-08-14",TRUE
"5419",5419,"1945-194.","https://gallica.bnf.fr/ark:/12148/cb32798815w/date","Saïgon","Le Journal de Saigon ",673,"cb32798815w",851,"1945-09-01","1947-12-31","1945-09-01","1947-12-31",TRUE
"5421",5421,"1901-1914","https://gallica.bnf.fr/ark:/12148/cb32854011p/date","Chauny","Le Réveil de l'Aisne ",2197,"cb32854011p",4851,"1901-03-03","1914-06-14","1901-03-03","1914-06-14",TRUE
"5425",5425,"1914-1971","https://gallica.bnf.fr/ark:/12148/cb344696449/date","Casablanca","Le Petit Marocain",4384,"cb344696449",4747,"1934-01-01","1946-12-31","1934-01-01","1946-12-31",TRUE
"5426",5426,"1908-1971","https://gallica.bnf.fr/ark:/12148/cb344718653/date","Casablanca","La Vigie marocaine",5737,"cb344718653",13122,"1915-01-27","1950-12-31","1915-01-27","1950-12-31",TRUE
"5460",5460,"1900-1902","https://gallica.bnf.fr/ark:/12148/cb32680338v/date","Paris","A bas les tyrans ",76,"cb32680338v",376,"1900-10","1901-10-12","1900-10-01","1901-10-12",TRUE
"5475",5475,"179?-179?","https://gallica.bnf.fr/ark:/12148/cb40146663g/date","Paris","Tableau des biens à vendre",151,"cb40146663g",682,"1791-03-16","1793-01-26","1791-03-16","1793-01-26",TRUE
"5477",5477,"1812-1826","https://gallica.bnf.fr/ark:/12148/cb40147666r/date","Paris, Paris","Bulletin de commerce",936,"cb40147666r",2191,"1817-01-02","1823-01-02","1817-01-02","1823-01-02",TRUE
"5493",5493,"1894-19..","https://gallica.bnf.fr/ark:/12148/cb444164385/date","Paris","La Liberté des colonies ",752,"cb444164385",3848,"1894-07-17","1905-01-29","1894-07-17","1905-01-29",TRUE
"5563",5563,"1906-1908","https://gallica.bnf.fr/ark:/12148/cb326817146/date","Majunga","L'Action à Madagascar ",143,"cb326817146",665,"1907-01-19","1908-11-14","1907-01-19","1908-11-14",TRUE
"5573",5573,"1871-1875","https://gallica.bnf.fr/ark:/12148/cb45131993h/date","Paris","Feuilleton ",884,"cb45131993h",1782,"1871-02-13","1875-12-31","1871-02-13","1875-12-31",TRUE
"5679",5679,"1943-1945","https://gallica.bnf.fr/ark:/12148/cb45132037s/date","Paris","Feuilleton ",156,"cb45132037s",639,"1943-11-03","1945-08-03","1943-11-03","1945-08-03",TRUE
"5784",5784,"1745-1751","https://gallica.bnf.fr/ark:/12148/cb32683217b/date","Paris","Les Affiches de Paris",1002,"cb32683217b",1823,"1746-01-03","1750-12-31","1746-01-03","1750-12-31",TRUE
"5791",5791,"1915-1917","https://gallica.bnf.fr/ark:/12148/cb436148140/date","Monthois, Ardennes puis Savigny, Savigny","Champagne Kriegs",248,"cb436148140",1075,"1915-01-21","1917-12-31","1915-01-21","1917-12-31",TRUE
"5885",5885,"1876-1940","https://gallica.bnf.fr/ark:/12148/cb436819903/date","Versailles","Feuilletons ",5730,"cb436819903",23498,"1876-03-08","1940-07-09","1876-03-08","1940-07-09",TRUE
"5926",5926,"1900-2011","https://gallica.bnf.fr/ark:/12148/cb343487991/date","Paris","Journal des finances ",2112,"cb343487991",13627,"1900-09-02","1937-12-24","1900-09-02","1937-12-24",TRUE
"6099",6099,"1834-1837","https://gallica.bnf.fr/ark:/12148/cb437677030/date","Limoges","Revue limogienne ",155,"cb437677030",1079,"1834-10-29","1837-10-12","1834-10-29","1837-10-12",TRUE
"6133",6133,"1844-1845","https://gallica.bnf.fr/ark:/12148/cb326834694/date","Paris","L'Afrique ",76,"cb326834694",468,"1844-08-15","1845-11-26","1844-08-15","1845-11-26",TRUE
"6181",6181,"1922-1928","https://gallica.bnf.fr/ark:/12148/cb326854897/date","Alger","L'Algérie mutilée ",371,"cb326854897",2177,"1922-10-16","1928-10-01","1922-10-16","1928-10-01",TRUE
"6206",6206,"1830-1848","https://gallica.bnf.fr/ark:/12148/cb41257550m/date","Paris","L'Indépendant ",1296,"cb41257550m",5520,"1833-01-06","1848-02-17","1833-01-06","1848-02-17",TRUE
"6211",6211,"1789-1792","https://gallica.bnf.fr/ark:/12148/cb32691640p/date","Paris","L'Ami du peuple",665,"cb32691640p",1105,"1789-09-12","1792-09-21","1789-09-12","1792-09-21",TRUE
"6214",6214,"1787-1788","https://gallica.bnf.fr/ark:/12148/cb326927615/date","Paris","Analyse des papiers anglois",102,"cb326927615",367,"1787-11-14","1788-11-15","1787-11-14","1788-11-15",TRUE
"6448",6448,"1915-1916","https://gallica.bnf.fr/ark:/12148/cb32699729c/date","Paris","L'Anti boche illustré",75,"cb32699729c",518,"1915-02-20","1916-07-22","1915-02-20","1916-07-22",TRUE
"6449",6449,"1897-1902","https://gallica.bnf.fr/ark:/12148/cb32699807b/date","Mustapha Alger","L'Antijuif algérien ",849,"cb32699807b",1906,"1897-08-01","1902-10-21","1897-08-01","1902-10-21",TRUE
"6714",6714,"1850-1851","https://gallica.bnf.fr/ark:/12148/cb32702918w/date","Lille","L'Artiste ",78,"cb32702918w",539,"1850-06-09","1851-11-30","1850-06-09","1851-11-30",TRUE
"7012",7012,"1905-1907","https://gallica.bnf.fr/ark:/12148/cb32755179n/date","Montbéliard","Le Démocrate ",203,"cb32755179n",812,"1905-10-01","1907-12-22","1905-10-01","1907-12-22",TRUE
"7084",7084,"1883-1893","https://gallica.bnf.fr/ark:/12148/cb32708101d/date","Oran","L'Avenir de Bel Abbès",1936,"cb32708101d",3651,"1883-05-02","1893-04-30","1883-05-02","1893-04-30",TRUE
"7088",7088,"1931-1940","https://gallica.bnf.fr/ark:/12148/cb327081242/date","Bougie","L'Avenir de Bougie ",863,"cb327081242",3290,"1931-01-01","1940-01-04","1931-01-01","1940-01-04",TRUE
"7090",7090,"1925-1929","https://gallica.bnf.fr/ark:/12148/cb32708196x/date","Guelma","L'Avenir de Guelma ",319,"cb32708196x",1326,"1925-12-10","1929-07-28","1925-12-10","1929-07-28",TRUE
"7100",7100,"1915-1920","https://gallica.bnf.fr/ark:/12148/cb327095759/date","Paris","La Baïonnette ",203,"cb327095759",1421,"1915-07-08","1919-05-29","1915-07-08","1919-05-29",TRUE
"7122",7122,"1932-1935","https://gallica.bnf.fr/ark:/12148/cb32714790r/date","Bône","Bonjour ",165,"cb32714790r",927,"1932-10-06","1935-04-21","1932-10-06","1935-04-21",TRUE
"7241",7241,"1839-184.","https://gallica.bnf.fr/ark:/12148/cb32779845n/date","Paris, Paris","La Gastronomie ",133,"cb32779845n",450,"1839-10-06","1840-12-29","1839-10-06","1840-12-29",TRUE
"7306",7306,"1857-1858","https://gallica.bnf.fr/ark:/12148/cb32814821c/date","Paris","Messager de la Bourse ",99,"cb32814821c",409,"1857-05-06","1858-06-19","1857-05-06","1858-06-19",TRUE
"7313",7313,"1907-1908","https://gallica.bnf.fr/ark:/12148/cb32797403j/date","Granville","Journal de Ducey ",61,"cb32797403j",425,"1907-07-02","1908-08-30","1907-07-02","1908-08-30",TRUE
"7519",7519,"1914-1916","https://gallica.bnf.fr/ark:/12148/cb32726520q/date","Paris","Bulletin des réfugiés du département du Nord ",561,"cb32726520q",2231,"1915-03-08","1921-04-16","1915-03-08","1921-04-16",TRUE
"7778",7778,"1942-1944","https://gallica.bnf.fr/ark:/12148/cb32734485r/date","Lyon, Paris","Bulletin d'informations générales ",132,"cb32734485r",521,"1942-11-16","1944-04-20","1942-11-16","1944-04-20",TRUE
"7916",7916,"1886-1887","https://gallica.bnf.fr/ark:/12148/cb327412908/date","Cholet","Le Choletais illustré ",61,"cb327412908",420,"1886-01-17","1887-03-13","1886-01-17","1887-03-13",TRUE
"8067",8067,"1843-1844","https://gallica.bnf.fr/ark:/12148/cb34448448g/date","Paris","Satan ",162,"cb34448448g",567,"1843-02-16","1844-09-05","1843-02-16","1844-09-05",TRUE
"8252",8252,"1894-1903","https://gallica.bnf.fr/ark:/12148/cb34445070t/date","Paris","Le Petit piano ",441,"cb34445070t",3094,"1894-07-08","1902-12-28","1894-07-08","1902-12-28",TRUE
"8351",8351,"1861-1865","https://gallica.bnf.fr/ark:/12148/cb327500199/date","Paris","Le Courrier artistique ",101,"cb327500199",707,"1864-06-05","1866-05-13","1864-06-05","1866-05-13",TRUE
"8354",8354,"1916-19..","https://gallica.bnf.fr/ark:/12148/cb327501365/date","Addis Abeba","Le Courrier d'Éthiopie ",568,"cb327501365",3455,"1926-11-12","1936-04-28","1926-11-12","1936-04-28",TRUE
"8363",8363,"1861-1924","https://gallica.bnf.fr/ark:/12148/cb32750814s/date","Oran","Courrier de Tlemcen",3775,"cb32750814s",22273,"1863-04-04","1924-03-28","1863-04-04","1924-03-28",TRUE
"8378",8378,"1893-1909","https://gallica.bnf.fr/ark:/12148/cb32753003n/date","Alger","La Croix de l'Algérie et de la Tunisie",1124,"cb32753003n",4015,"1899-01-01","1909-12-30","1899-01-01","1909-12-30",TRUE
"8398",8398,"1849-1853","https://gallica.bnf.fr/ark:/12148/cb32753857s/date","Paris","Le Daguerréotype théâtral ",252,"cb32753857s",1460,"1849","1852-12-31","1849-01-01","1852-12-31",TRUE
"8405",8405,"1934-1940","https://gallica.bnf.fr/ark:/12148/cb32756009f/date","Tananarive","La Dépêche de Madagascar",320,"cb32756009f",872,"1934-08-11","1936-12-30","1934-08-11","1936-12-30",TRUE
"8406",8406,"1914-1916","https://gallica.bnf.fr/ark:/12148/cb32756112m/date","Tamatave","La Dépêche malgache ",200,"cb32756112m",791,"1914-10-31","1916-12-30","1914-10-31","1916-12-30",TRUE
"8587",8587,"1920-1948","https://gallica.bnf.fr/ark:/12148/cb327559686/date","Troyes","La Dépêche de l'Aube ",2821,"cb327559686",8668,"1920-12-07","1944-08","1920-12-07","1944-08-31",TRUE
"8741",8741,"1924-1930","https://gallica.bnf.fr/ark:/12148/cb32761169k/date","Tananarive","L'Écho de Tananarive ",557,"cb32761169k",1964,"1924-10-01","1930-02-16","1924-10-01","1930-02-16",TRUE
"8779",8779,"1928","https://gallica.bnf.fr/ark:/12148/cb32763273k/date","Damas","Les Echos ",302,"cb32763273k",1084,"1928-11-11","1931-10-31","1928-11-11","1931-10-31",TRUE
"8825",8825,"1928-1932","https://gallica.bnf.fr/ark:/12148/cb32770229k/date","Brazzaville","L'Étoile de l'A",69,"cb32770229k",483,"1931-01-03","1932-04-30","1931-01-03","1932-04-30",TRUE
"8860",8860,"1934-1939","https://gallica.bnf.fr/ark:/12148/cb327716304/date","Carmaux","L'Éveil ouvrier ",450,"cb327716304",1785,"1934-10-06","1939-08-26","1934-10-06","1939-08-26",TRUE
"8993",8993,"1829-1831","https://gallica.bnf.fr/ark:/12148/cb327791749/date","Paris","Le Furet de Paris ",89,"cb327791749",528,"1829-12-08","1831-05-20","1829-12-08","1831-05-20",TRUE
"9254",9254,"1896-1958","https://gallica.bnf.fr/ark:/12148/cb34425284n/date","Tananarive","Journal officiel de Madagascar et dépendances",3804,"cb34425284n",22930,"1896-03-20","1958-12-31","1896-03-20","1958-12-31",TRUE
"9367",9367,"1901-1902","https://gallica.bnf.fr/ark:/12148/cb32781174k/date","Le Vésinet","La Gazette du Vésinet ",54,"cb32781174k",371,"1901-05-05","1902-05-11","1901-05-05","1902-05-11",TRUE
"9387",9387,"1829-1831","https://gallica.bnf.fr/ark:/12148/cb327823940/date","Paris","Gilblas ",170,"cb327823940",757,"1829-01-10","1831-02-06","1829-01-10","1831-02-06",TRUE
"9399",9399,"1916-1917","https://gallica.bnf.fr/ark:/12148/cb34428658x/date","Saint Étienne","La Tribune républicaine",61,"cb34428658x",420,"1916-01-02","1917-02-25","1916-01-02","1917-02-25",TRUE
"9435",9435,"1914-1919","https://gallica.bnf.fr/ark:/12148/cb327844744/date","Genève","La Guerre mondiale ",985,"cb327844744",1207,"1914-09-01","1917-12-21","1914-09-01","1917-12-21",TRUE
"9481",9481,"19??","https://gallica.bnf.fr/ark:/12148/cb32785964f/date","Coblence","Haut commissariat de la République française dans les provinces du Rhin",530,"cb32785964f",707,"1920-01-24","1921-12-31","1920-01-24","1921-12-31",TRUE
"9604",9604,"1904","https://gallica.bnf.fr/ark:/12148/cb327877302/date","Paris, Saint Denis","L'Humanité ",14869,"cb327877302",17067,"1904-04-08","1950-12-30","1904-04-08","1950-12-30",TRUE
"9691",9691,"1906-1907","https://gallica.bnf.fr/ark:/12148/cb327884503/date","Alger","L'Illustration algérienne",55,"cb327884503",379,"1906-11-30","1907-12-14","1906-11-30","1907-12-14",TRUE
"9694",9694,"1885-1886","https://gallica.bnf.fr/ark:/12148/cb32788572p/date","Nancy","L'Illustré de l'Est",54,"cb32788572p",371,"1885-10-04","1886-10-10","1885-10-04","1886-10-10",TRUE
"9714",9714,"1901-1913","https://gallica.bnf.fr/ark:/12148/cb34429809h/date","Toulon","Le Diable rouge ",619,"cb34429809h",4017,"1902-02-01","1913-01-31","1902-02-01","1913-01-31",TRUE
"9718",9718,"1890","https://gallica.bnf.fr/ark:/12148/cb32788885v/date","Bône","L'Impartial",300,"cb32788885v",1757,"1890-12-14","1895-10-06","1890-12-14","1895-10-06",TRUE
"9721",9721,"1890-1956","https://gallica.bnf.fr/ark:/12148/cb327888866/date","Djidjelli","L'Impartial ",3474,"cb327888866",18940,"1890-09-14","1942-07-24","1890-09-14","1942-07-24",TRUE
"9738",9738,"1884","https://gallica.bnf.fr/ark:/12148/cb32789662w/date","Mascara","L'Indépendant de Mascara ",3033,"cb32789662w",5681,"1884-06-22","1900-01-11","1884-06-22","1900-01-11",TRUE
"9743",9743,"1899-1900","https://gallica.bnf.fr/ark:/12148/cb32789695v/date","Saint Claude","L'Indépendant de St Claude",56,"cb32789695v",385,"1899-10-14","1900-11-03","1899-10-14","1900-11-03",TRUE
"9754",9754,"1922-1924","https://gallica.bnf.fr/ark:/12148/cb327917346/date","Tananarive","L'Information de Madagascar et dépendances ",196,"cb327917346",749,"1922-09-16","1924-10-04","1922-09-16","1924-10-04",TRUE
"9757",9757,"1910-1911","https://gallica.bnf.fr/ark:/12148/cb327929836/date","Limoges","L'Insurgé ",63,"cb327929836",435,"1910-03-20","1911-05-29","1910-03-20","1911-05-29",TRUE
"9895",9895,"1790-1792","https://gallica.bnf.fr/ark:/12148/cb327984075/date","Paris","Journal de Louis XVI et de son peuple ou le Défenseur de l'autel",247,"cb327984075",649,"1790-11","1792-08-11","1790-11-01","1792-08-11",TRUE
"9896",9896,"1927-1940","https://gallica.bnf.fr/ark:/12148/cb327989155/date","Shanghai","Le Journal de Shanghai ",3766,"cb327989155",4502,"1928-01-13","1940-05-11","1928-01-13","1940-05-11",TRUE
"9991",9991,"1809-1815","https://gallica.bnf.fr/ark:/12148/cb328008634/date","Chambéry","Journal du département du Mont Blanc ",82,"cb328008634",574,"1809-06-05","1810-12-31","1809-06-05","1810-12-31",TRUE
"10003",10003,"1887-1892","https://gallica.bnf.fr/ark:/12148/cb32801360z/date","Alger","Journal général de l'Algérie et de la Tunisie ",398,"cb32801360z",2077,"1887-03-06","1892-11-11","1887-03-06","1892-11-11",TRUE
"10018",10018,"1943","https://gallica.bnf.fr/ark:/12148/cb326801656/date","Brazzaville","A",165,"cb326801656",619,"1948-01-01","1949-09-11","1948-01-01","1949-09-11",TRUE
"10048",10048,"1894-1942","https://gallica.bnf.fr/ark:/12148/cb32802121r/date","Pondichéry","Journal officiel des établissements français dans l'Inde",8368,"cb32802121r",17879,"1894-01-06","1942-12-20","1894-01-06","1942-12-20",TRUE
"10277",10277,"1947-1954","https://gallica.bnf.fr/ark:/12148/cb344422981/date","Nice","Le Cri des travailleurs ",107,"cb344422981",748,"1947-12-08","1949-12-25","1947-12-08","1949-12-25",TRUE
"10292",10292,"1895-1920","https://gallica.bnf.fr/ark:/12148/cb32873886z/date","Paris","Le Supplément ",2932,"cb32873886z",9281,"1895-07-28","1920-12-25","1895-07-28","1920-12-25",TRUE
"10342",10342,"19??","https://gallica.bnf.fr/ark:/12148/cb328067143/date","Oran","Liberté",398,"cb328067143",562,"1904-06-12","1905-12-26","1904-06-12","1905-12-26",TRUE
"10344",10344,"19??","https://gallica.bnf.fr/ark:/12148/cb328067352/date","Alger","Liberté algérienne",77,"cb328067352",499,"1903-08-06","1904-12-17","1903-08-06","1904-12-17",TRUE
"10345",10345,"1888-189.","https://gallica.bnf.fr/ark:/12148/cb32806755p/date","Bône","La Liberté de Bône ",1201,"cb32806755p",1491,"1888-10-11","1892-11-10","1888-10-11","1892-11-10",TRUE
"10358",10358,"1886-1888","https://gallica.bnf.fr/ark:/12148/cb328080468/date","Limoges","Le Limousin littéraire ",99,"cb328080468",694,"1886-03-27","1888-02-19","1886-03-27","1888-02-19",TRUE
"10378",10378,"1926-1935","https://gallica.bnf.fr/ark:/12148/cb32810449p/date","Tananarive","Madagascar ",789,"cb32810449p",3140,"1926-08-07","1935-03-13","1926-08-07","1935-03-13",TRUE
"10383",10383,"1919-1937","https://gallica.bnf.fr/ark:/12148/cb328104904/date","Tananarive","Le Madécasse ",2660,"cb328104904",5163,"1922-12-11","1937-01-29","1922-12-11","1937-01-29",TRUE
"10490",10490,"1900","https://gallica.bnf.fr/ark:/12148/cb32814793z/date","Pondichéry","Le Messager de l'Inde",191,"cb32814793z",1001,"1900-07-11","1903-04-08","1900-07-11","1903-04-08",TRUE
"10492",10492,"1894-1897","https://gallica.bnf.fr/ark:/12148/cb32814806g/date","Bel Abbès","Le Messager de l'Ouest ",700,"cb32814806g",1363,"1894-01-01","1897-09-25","1894-01-01","1897-09-25",TRUE
"10496",10496,"1856-1858","https://gallica.bnf.fr/ark:/12148/cb32815323x/date","Parigi","Il Messaggere di Parigi ",153,"cb32815323x",551,"1856-10-07","1858-04-11","1856-10-07","1858-04-11",TRUE
"10509",10509,"1821-1823","https://gallica.bnf.fr/ark:/12148/cb32816737z/date","Paris","Le Miroir des spectacles",720,"cb32816737z",723,"1821-07-01","1823-06-24","1821-07-01","1823-06-24",TRUE
"10550",10550,"1896","https://gallica.bnf.fr/ark:/12148/cb32818266n/date","Alger","Le Monde du travail de l'Afrique française",130,"cb32818266n",556,"1896-04-02","1897-10-10","1896-04-02","1897-10-10",TRUE
"10567",10567,"1850-1893","https://gallica.bnf.fr/ark:/12148/cb32819526g/date","Pondichéry","Le Moniteur officiel des établissements français dans l'Inde ",2398,"cb32819526g",4595,"1881-05-31","1893-12-29","1881-05-31","1893-12-29",TRUE
"10619",10619,"1890-1891","https://gallica.bnf.fr/ark:/12148/cb32825758w/date","Constantine","Le Nouveau progrès de l'Algérie ",213,"cb32825758w",511,"1890-08-05","1891-12-29","1890-08-05","1891-12-29",TRUE
"10628",10628,"1901","https://gallica.bnf.fr/ark:/12148/cb32826453k/date","Blida","Les Nouvelles de Blida",232,"cb32826453k",798,"1901-04-28","1903-07-05","1901-04-28","1903-07-05",TRUE
"10647",10647,"1928-1929","https://gallica.bnf.fr/ark:/12148/cb32827118g/date","Lorient","Le Nouvelliste du Morbihan",62,"cb32827118g",427,"1928-02-26","1929-04-28","1928-02-26","1929-04-28",TRUE
